row_id,material_name,category,subcategory,building_phase,climate_zone,sector,actual_floor_count,building_area_m2,budget_tier,maintenance_preference,sustainability_priority,user_priority,climate_exposure_level,coastal_exposure,humidity_exposure,max_recommended_floors,compressive_strength_mpa,thermal_performance_score,moisture_resistance_score,corrosion_resistance_score,fire_resistance_score,durability_score,maintenance_score,sustainability_score,carbon_footprint_kgco2e,service_life_years,suitable_for_coastal,suitable_for_wet_zone,suitable_for_dry_zone,suitable_for_highland,recommended_for_residential,recommended_for_commercial,recommended_for_industrial,recommended,recommendation_score,decision_reasons
GCA003370,Corrugated Aluminium Sheet,Roofing,Metal Sheet,Roof,Wet Zone,Commercial,20,120,Low,Low Maintenance,Medium,Performance,Medium,0,1,10,0,30,89,88,63,78,89,65,900,40,1,1,1,1,0,1,1,0,35,PASS:sector_compatible_commercial; FAIL:floors_20_exceeds_material_limit_10; WARN:high_carbon_material_vs_low_budget; PASS:low_maintenance_material_matches_preference
GCA003371,uPVC Window,Openings,Window Frame,Superstructure,Coastal,Residential,8,1500,Premium,Balanced,Low,Durability,High,1,1,15,0,65,93,80,32,74,90,38,600,30,1,1,1,1,1,1,0,1,100,PASS:coastal_rated_material; PASS:sector_compatible_residential; PASS:floors_within_material_capacity
GCA003372,uPVC Window,Openings,Window Frame,Superstructure,Coastal,Residential,20,3000,Premium,Balanced,Low,Durability,High,1,1,15,0,65,93,80,32,74,90,38,600,30,1,1,1,1,1,1,0,1,72,PASS:coastal_rated_material; PASS:sector_compatible_residential; FAIL:floors_20_exceeds_material_limit_15
GCA003373,Steel Rebar,Structural,Reinforcement,Structure,Wet Zone,Residential,25,350,Low,Premium Finish,High,Durability,Medium,0,1,40,500,15,39,30,40,74,50,54,1600,50,1,1,1,1,1,1,1,1,60,PASS:sector_compatible_residential; PASS:floors_within_material_capacity; WARN:high_carbon_material_vs_low_budget
GCA003374,Steel Rebar,Structural,Reinforcement,Structure,Wet Zone,Residential,42,5000,Low,Premium Finish,High,Durability,Medium,0,1,40,500,15,39,30,40,74,50,54,1600,50,1,1,1,1,1,1,1,0,45,PASS:sector_compatible_residential; FAIL:floors_42_exceeds_material_limit_40; WARN:high_carbon_material_vs_low_budget
GCA003375,uPVC Window,Openings,Window Frame,Superstructure,Dry Zone,Industrial,8,120,Premium,Premium Finish,Medium,Sustainability,Medium,0,0,15,0,65,85,92,32,79,90,38,600,30,1,1,1,1,1,1,0,0,33,FAIL:not_recommended_for_industrial_sector; PASS:floors_within_material_capacity
GCA003376,uPVC Window,Openings,Window Frame,Superstructure,Dry Zone,Industrial,20,500,Premium,Premium Finish,Medium,Sustainability,Medium,0,0,15,0,65,85,92,32,79,90,38,600,30,1,1,1,1,1,1,0,0,3,FAIL:not_recommended_for_industrial_sector; FAIL:floors_20_exceeds_material_limit_15
GCA003377,Paint Systems,Finishing,Surface Coating,Finishing,Wet Zone,Industrial,1,120,Medium,Premium Finish,Medium,Cost,Medium,0,1,40,0,30,69,60,40,43,55,45,20,7,1,1,1,1,1,1,1,1,90,PASS:sector_compatible_industrial; PASS:floors_well_within_material_capacity
GCA003378,Paint Systems,Finishing,Surface Coating,Finishing,Wet Zone,Industrial,42,10000,Medium,Premium Finish,Medium,Cost,Medium,0,1,40,0,30,69,60,40,43,55,45,20,7,1,1,1,1,1,1,1,1,70,PASS:sector_compatible_industrial; FAIL:floors_42_exceeds_material_limit_40
GCA003379,Steel Rebar,Structural,Reinforcement,Structure,Coastal,Commercial,18,1500,Low,Balanced,Low,Durability,High,1,1,40,500,15,40,18,40,71,50,50,1600,50,1,1,1,1,1,1,1,0,40,PASS:coastal_rated_material; PASS:sector_compatible_commercial; PASS:floors_well_within_material_capacity; WARN:high_carbon_material_vs_low_budget; FAIL:high_exposure_zone_moisture_resistance_inadequate; FAIL:high_exposure_zone_corrosion_resistance_inadequate
GCA003380,Steel Rebar,Structural,Reinforcement,Structure,Coastal,Commercial,42,1500,Low,Balanced,Low,Durability,High,1,1,40,500,15,40,18,40,71,50,50,1600,50,1,1,1,1,1,1,1,0,20,PASS:coastal_rated_material; PASS:sector_compatible_commercial; FAIL:floors_42_exceeds_material_limit_40; WARN:high_carbon_material_vs_low_budget; FAIL:high_exposure_zone_moisture_resistance_inadequate; FAIL:high_exposure_zone_corrosion_resistance_inadequate
GCA003381,uPVC Window,Openings,Window Frame,Superstructure,Intermediate,Industrial,7,1500,Medium,Premium Finish,Low,Cost,Medium,0,1,15,0,65,88,92,32,75,90,38,600,30,1,1,1,1,1,1,0,1,69,FAIL:not_recommended_for_industrial_sector; PASS:floors_well_within_material_capacity; PASS:carbon_cost_matches_budget_tier
GCA003382,uPVC Window,Openings,Window Frame,Superstructure,Intermediate,Industrial,18,200,Medium,Premium Finish,Low,Cost,Medium,0,1,15,0,65,88,92,32,75,90,38,600,30,1,1,1,1,1,1,0,0,44,FAIL:not_recommended_for_industrial_sector; FAIL:floors_18_exceeds_material_limit_15; PASS:carbon_cost_matches_budget_tier
GCA003383,Aluminium Window,Openings,Window Frame,Superstructure,Intermediate,Residential,5,10000,Low,Balanced,Low,Sustainability,Medium,0,1,40,0,30,90,90,50,85,88,60,950,35,1,1,1,1,1,1,1,1,95,PASS:sector_compatible_residential; PASS:floors_well_within_material_capacity; WARN:high_carbon_material_vs_low_budget
GCA003384,Aluminium Window,Openings,Window Frame,Superstructure,Intermediate,Residential,42,5000,Low,Balanced,Low,Sustainability,Medium,0,1,40,0,30,90,90,50,85,88,60,950,35,1,1,1,1,1,1,1,0,75,PASS:sector_compatible_residential; FAIL:floors_42_exceeds_material_limit_40; WARN:high_carbon_material_vs_low_budget
GCA003385,Color-Coated Steel Roofing,Roofing,Metal Sheet,Roof,Intermediate,Industrial,10,3000,Low,Balanced,High,Performance,Medium,0,1,15,0,35,70,58,63,68,68,56,1100,28,0,1,1,1,1,1,1,1,73,PASS:sector_compatible_industrial; PASS:floors_within_material_capacity; WARN:high_carbon_material_vs_low_budget
GCA003386,Color-Coated Steel Roofing,Roofing,Metal Sheet,Roof,Intermediate,Industrial,30,1500,Low,Balanced,High,Performance,Medium,0,1,15,0,35,70,58,63,68,68,56,1100,28,0,1,1,1,1,1,1,0,28,PASS:sector_compatible_industrial; FAIL:floors_30_exceeds_material_limit_15; WARN:high_carbon_material_vs_low_budget
GCA003387,Steel Rebar,Structural,Reinforcement,Structure,Coastal,Industrial,3,5000,Premium,Balanced,Medium,Sustainability,High,1,1,40,500,15,40,18,40,67,50,50,1600,50,1,1,1,1,1,1,1,1,50,PASS:coastal_rated_material; PASS:sector_compatible_industrial; PASS:floors_well_within_material_capacity; FAIL:high_exposure_zone_moisture_resistance_inadequate; FAIL:high_exposure_zone_corrosion_resistance_inadequate
GCA003388,Steel Rebar,Structural,Reinforcement,Structure,Coastal,Industrial,42,200,Premium,Balanced,Medium,Sustainability,High,1,1,40,500,15,40,18,40,67,50,50,1600,50,1,1,1,1,1,1,1,0,30,PASS:coastal_rated_material; PASS:sector_compatible_industrial; FAIL:floors_42_exceeds_material_limit_40; FAIL:high_exposure_zone_moisture_resistance_inadequate; FAIL:high_exposure_zone_corrosion_resistance_inadequate
GCA003389,Insulated Sandwich Panels,Envelope Systems,Wall Panel,Facade,Coastal,Residential,3,3000,Premium,Low Maintenance,Medium,Sustainability,High,1,1,15,0,85,83,53,62,65,79,58,700,30,0,1,1,1,0,1,1,0,0,FAIL:material_not_rated_for_coastal_exposure; FAIL:not_recommended_for_residential_sector; PASS:floors_well_within_material_capacity; FAIL:sandwich_panel_steel_face_corrosion_coastal_zone
GCA003390,Insulated Sandwich Panels,Envelope Systems,Wall Panel,Facade,Coastal,Residential,25,10000,Premium,Low Maintenance,Medium,Sustainability,High,1,1,15,0,85,83,53,62,65,79,58,700,30,0,1,1,1,0,1,1,0,0,FAIL:material_not_rated_for_coastal_exposure; FAIL:not_recommended_for_residential_sector; FAIL:floors_25_exceeds_material_limit_15; FAIL:sandwich_panel_steel_face_corrosion_coastal_zone
GCA003391,Insulated Sandwich Panels,Envelope Systems,Wall Panel,Facade,Highland,Commercial,15,200,Premium,Low Maintenance,High,Sustainability,Medium,0,0,15,0,91,78,65,62,73,79,62,700,30,0,1,1,1,0,1,1,1,83,PASS:sector_compatible_commercial; PASS:floors_within_material_capacity
GCA003392,Insulated Sandwich Panels,Envelope Systems,Wall Panel,Facade,Highland,Commercial,20,500,Premium,Low Maintenance,High,Sustainability,Medium,0,0,15,0,91,78,65,62,73,79,62,700,30,0,1,1,1,0,1,1,1,53,PASS:sector_compatible_commercial; FAIL:floors_20_exceeds_material_limit_15
GCA003393,Terrazzo,Finishing,Floor Finish,Finishing,Dry Zone,Commercial,8,5000,Premium,Low Maintenance,Low,Cost,Low,0,0,40,35,42,77,82,90,92,79,60,100,50,1,1,1,1,1,1,1,1,97,PASS:sector_compatible_commercial; PASS:floors_well_within_material_capacity
GCA003394,Terrazzo,Finishing,Floor Finish,Finishing,Dry Zone,Commercial,42,1500,Premium,Low Maintenance,Low,Cost,Low,0,0,40,35,42,77,82,90,92,79,60,100,50,1,1,1,1,1,1,1,1,77,PASS:sector_compatible_commercial; FAIL:floors_42_exceeds_material_limit_40
GCA003395,Gypsum Board,Finishing,Dry Lining,Finishing,Coastal,Industrial,8,3000,Low,Low Maintenance,Medium,Sustainability,High,1,1,40,1,60,33,40,72,43,64,58,85,20,0,0,1,1,1,1,0,0,0,FAIL:material_not_rated_for_coastal_exposure; FAIL:material_not_suitable_wet_zone; FAIL:not_recommended_for_industrial_sector; PASS:floors_well_within_material_capacity; FAIL:low_maintenance_pref_but_high_maintenance_material; FAIL:high_exposure_zone_moisture_resistance_inadequate; FAIL:high_exposure_zone_corrosion_resistance_inadequate; WARN:high_exposure_zone_durability_marginal; FAIL:gypsum_board_moisture_damage_in_humid_climate
GCA003396,Gypsum Board,Finishing,Dry Lining,Finishing,Coastal,Industrial,42,120,Low,Low Maintenance,Medium,Sustainability,High,1,1,40,1,60,33,40,72,43,64,58,85,20,0,0,1,1,1,1,0,0,0,FAIL:material_not_rated_for_coastal_exposure; FAIL:material_not_suitable_wet_zone; FAIL:not_recommended_for_industrial_sector; FAIL:floors_42_exceeds_material_limit_40; FAIL:low_maintenance_pref_but_high_maintenance_material; FAIL:high_exposure_zone_moisture_resistance_inadequate; FAIL:high_exposure_zone_corrosion_resistance_inadequate; WARN:high_exposure_zone_durability_marginal; FAIL:gypsum_board_moisture_damage_in_humid_climate
GCA003397,Ceramic Tile,Finishing,Ceramic Floor/Wall,Finishing,Dry Zone,Residential,7,120,Low,Premium Finish,Medium,Durability,Low,0,0,40,15,38,75,78,88,80,80,50,80,30,1,1,1,1,1,1,0,1,82,PASS:sector_compatible_residential; PASS:floors_well_within_material_capacity
GCA003398,Ceramic Tile,Finishing,Ceramic Floor/Wall,Finishing,Dry Zone,Residential,42,500,Low,Premium Finish,Medium,Durability,Low,0,0,40,15,38,75,78,88,80,80,50,80,30,1,1,1,1,1,1,0,1,62,PASS:sector_compatible_residential; FAIL:floors_42_exceeds_material_limit_40
GCA003399,Curtain Wall Systems,Envelope Systems,Glazed Facade,Facade,Wet Zone,Residential,10,3000,Medium,Low Maintenance,Medium,Performance,Medium,0,1,40,0,55,89,85,55,78,72,50,1200,35,1,1,1,1,0,1,0,0,36,FAIL:not_recommended_for_residential_sector; PASS:floors_well_within_material_capacity; WARN:curtain_wall_overspecified_cost_premium_residential
GCA003400,Curtain Wall Systems,Envelope Systems,Glazed Facade,Facade,Wet Zone,Residential,42,10000,Medium,Low Maintenance,Medium,Performance,Medium,0,1,40,0,55,89,85,55,78,72,50,1200,35,1,1,1,1,0,1,0,0,16,FAIL:not_recommended_for_residential_sector; FAIL:floors_42_exceeds_material_limit_40; WARN:curtain_wall_overspecified_cost_premium_residential
GCA003401,Cement Plaster,Finishing,Render,Finishing,Coastal,Commercial,3,3000,Medium,Premium Finish,High,Performance,High,1,1,40,5,48,67,53,83,60,65,56,70,20,1,1,1,1,1,1,1,1,100,PASS:coastal_rated_material; PASS:sector_compatible_commercial; PASS:floors_well_within_material_capacity
GCA003402,Cement Plaster,Finishing,Render,Finishing,Coastal,Commercial,42,5000,Medium,Premium Finish,High,Performance,High,1,1,40,5,48,67,53,83,60,65,56,70,20,1,1,1,1,1,1,1,1,80,PASS:coastal_rated_material; PASS:sector_compatible_commercial; FAIL:floors_42_exceeds_material_limit_40
GCA003403,Reinforced Concrete Grade 25,Structural,Cast-in-situ Concrete,Structure,Wet Zone,Residential,6,200,Medium,Premium Finish,High,Cost,Medium,0,1,10,25,35,76,68,90,78,82,47,280,50,1,1,1,1,1,1,1,1,71,PASS:sector_compatible_residential; PASS:floors_within_material_capacity; PASS:carbon_cost_matches_budget_tier; FAIL:high_sustainability_priority_but_low_score_material
GCA003404,Reinforced Concrete Grade 25,Structural,Cast-in-situ Concrete,Structure,Wet Zone,Residential,30,350,Medium,Premium Finish,High,Cost,Medium,0,1,10,25,35,76,68,90,78,82,47,280,50,1,1,1,1,1,1,1,0,6,PASS:sector_compatible_residential; FAIL:floors_30_exceeds_material_limit_10; PASS:carbon_cost_matches_budget_tier; FAIL:high_sustainability_priority_but_low_score_material; FAIL:high_rise_requires_min_grade_30_concrete
GCA003405,Reinforced Concrete Grade 30,Structural,Cast-in-situ Concrete,Structure,Intermediate,Industrial,6,10000,Low,Balanced,Low,Sustainability,Medium,0,1,20,30,35,75,70,92,85,83,40,320,60,1,1,1,1,1,1,1,1,98,PASS:sector_compatible_industrial; PASS:floors_well_within_material_capacity
GCA003406,Reinforced Concrete Grade 30,Structural,Cast-in-situ Concrete,Structure,Intermediate,Industrial,25,5000,Low,Balanced,Low,Sustainability,Medium,0,1,20,30,35,75,70,92,85,83,40,320,60,1,1,1,1,1,1,1,1,63,PASS:sector_compatible_industrial; FAIL:floors_25_exceeds_material_limit_20
GCA003407,Fire Rated Door,Openings,Door,Superstructure,Coastal,Commercial,1,10000,Medium,Low Maintenance,High,Performance,High,1,1,40,0,50,75,56,98,75,76,52,300,30,1,1,1,1,0,1,1,1,78,PASS:coastal_rated_material; PASS:sector_compatible_commercial; PASS:floors_well_within_material_capacity; PASS:carbon_cost_matches_budget_tier; FAIL:high_sustainability_priority_but_low_score_material
GCA003408,Fire Rated Door,Openings,Door,Superstructure,Coastal,Commercial,42,350,Medium,Low Maintenance,High,Performance,High,1,1,40,0,50,75,56,98,75,76,52,300,30,1,1,1,1,0,1,1,0,58,PASS:coastal_rated_material; PASS:sector_compatible_commercial; FAIL:floors_42_exceeds_material_limit_40; PASS:carbon_cost_matches_budget_tier; FAIL:high_sustainability_priority_but_low_score_material
GCA003409,Aluminium Window,Openings,Window Frame,Superstructure,Coastal,Industrial,5,350,Medium,Balanced,High,Sustainability,High,1,1,40,0,30,95,78,50,80,88,64,950,35,1,1,1,1,1,1,1,1,100,PASS:coastal_rated_material; PASS:sector_compatible_industrial; PASS:floors_well_within_material_capacity
GCA003410,Aluminium Window,Openings,Window Frame,Superstructure,Coastal,Industrial,42,3000,Medium,Balanced,High,Sustainability,High,1,1,40,0,30,95,78,50,80,88,64,950,35,1,1,1,1,1,1,1,1,82,PASS:coastal_rated_material; PASS:sector_compatible_industrial; FAIL:floors_42_exceeds_material_limit_40
GCA003411,uPVC Window,Openings,Window Frame,Superstructure,Wet Zone,Industrial,4,800,Premium,Balanced,High,Sustainability,Medium,0,1,15,0,65,92,92,32,73,90,42,600,30,1,1,1,1,1,1,0,0,21,FAIL:not_recommended_for_industrial_sector; PASS:floors_well_within_material_capacity; FAIL:high_sustainability_priority_but_low_score_material
GCA003412,uPVC Window,Openings,Window Frame,Superstructure,Wet Zone,Industrial,25,500,Premium,Balanced,High,Sustainability,Medium,0,1,15,0,65,92,92,32,73,90,42,600,30,1,1,1,1,1,1,0,0,0,FAIL:not_recommended_for_industrial_sector; FAIL:floors_25_exceeds_material_limit_15; FAIL:high_sustainability_priority_but_low_score_material
GCA003413,AAC Block,Wall Systems,Lightweight Block,Superstructure,Wet Zone,Residential,2,3000,Premium,Premium Finish,Low,Cost,Medium,0,1,5,4,82,49,70,88,60,78,68,110,40,0,0,1,1,1,1,0,0,37,FAIL:material_not_suitable_wet_zone; PASS:sector_compatible_residential; PASS:floors_well_within_material_capacity; FAIL:AAC_block_moisture_absorption_in_humid_conditions
GCA003414,AAC Block,Wall Systems,Lightweight Block,Superstructure,Wet Zone,Residential,12,120,Premium,Premium Finish,Low,Cost,Medium,0,1,5,4,82,49,70,88,60,78,68,110,40,0,0,1,1,1,1,0,0,0,FAIL:material_not_suitable_wet_zone; PASS:sector_compatible_residential; FAIL:floors_12_exceeds_material_limit_5; FAIL:AAC_block_moisture_absorption_in_humid_conditions
GCA003415,Ceramic Tile,Finishing,Ceramic Floor/Wall,Finishing,Highland,Residential,2,800,Premium,Low Maintenance,Low,Sustainability,Medium,0,0,40,15,44,78,78,88,75,84,50,80,30,1,1,1,1,1,1,0,1,100,PASS:sector_compatible_residential; PASS:floors_well_within_material_capacity; INFO:low-cost_material_possibly_underspec_for_premium; PASS:low_maintenance_material_matches_preference
GCA003416,Ceramic Tile,Finishing,Ceramic Floor/Wall,Finishing,Highland,Residential,42,5000,Premium,Low Maintenance,Low,Sustainability,Medium,0,0,40,15,44,78,78,88,75,84,50,80,30,1,1,1,1,1,1,0,1,80,PASS:sector_compatible_residential; FAIL:floors_42_exceeds_material_limit_40; INFO:low-cost_material_possibly_underspec_for_premium; PASS:low_maintenance_material_matches_preference
GCA003417,Steel Rebar,Structural,Reinforcement,Structure,Coastal,Commercial,3,120,Low,Premium Finish,High,Performance,High,1,1,40,500,15,40,18,43,67,50,54,1600,50,1,1,1,1,1,1,1,0,35,PASS:coastal_rated_material; PASS:sector_compatible_commercial; PASS:floors_well_within_material_capacity; WARN:high_carbon_material_vs_low_budget; FAIL:high_exposure_zone_moisture_resistance_inadequate; FAIL:high_exposure_zone_corrosion_resistance_inadequate
GCA003418,Steel Rebar,Structural,Reinforcement,Structure,Coastal,Commercial,42,5000,Low,Premium Finish,High,Performance,High,1,1,40,500,15,40,18,43,67,50,54,1600,50,1,1,1,1,1,1,1,0,15,PASS:coastal_rated_material; PASS:sector_compatible_commercial; FAIL:floors_42_exceeds_material_limit_40; WARN:high_carbon_material_vs_low_budget; FAIL:high_exposure_zone_moisture_resistance_inadequate; FAIL:high_exposure_zone_corrosion_resistance_inadequate
GCA003419,Structural Steel,Structural,Ferrous Metal,Structure,Coastal,Commercial,2,120,Premium,Balanced,Low,Durability,High,1,1,40,250,20,45,18,35,69,45,55,1800,50,0,0,1,1,0,1,1,0,0,FAIL:material_not_rated_for_coastal_exposure; FAIL:material_not_suitable_wet_zone; PASS:sector_compatible_commercial; PASS:floors_well_within_material_capacity; FAIL:high_exposure_zone_moisture_resistance_inadequate; FAIL:high_exposure_zone_corrosion_resistance_inadequate; WARN:uncoated_steel_in_coastal_zone_corrosion_risk
GCA003420,Structural Steel,Structural,Ferrous Metal,Structure,Coastal,Commercial,42,3000,Premium,Balanced,Low,Durability,High,1,1,40,250,20,45,18,35,69,45,55,1800,50,0,0,1,1,0,1,1,0,0,FAIL:material_not_rated_for_coastal_exposure; FAIL:material_not_suitable_wet_zone; PASS:sector_compatible_commercial; FAIL:floors_42_exceeds_material_limit_40; FAIL:high_exposure_zone_moisture_resistance_inadequate; FAIL:high_exposure_zone_corrosion_resistance_inadequate; WARN:uncoated_steel_in_coastal_zone_corrosion_risk
GCA003421,Concrete Roof Tile,Roofing,Concrete Tile,Roof,Highland,Residential,1,80,Medium,Balanced,Low,Performance,Medium,0,0,3,25,71,68,80,91,83,72,55,150,50,1,1,1,1,1,0,0,1,100,PASS:sector_compatible_residential; PASS:floors_well_within_material_capacity; PASS:carbon_cost_matches_budget_tier
GCA003422,Concrete Roof Tile,Roofing,Concrete Tile,Roof,Highland,Residential,20,3000,Medium,Balanced,Low,Performance,Medium,0,0,3,25,71,68,80,91,83,72,55,150,50,1,1,1,1,1,0,0,1,53,PASS:sector_compatible_residential; FAIL:floors_20_exceeds_material_limit_3; PASS:carbon_cost_matches_budget_tier
GCA003423,Asphalt Shingles,Roofing,Bituminous,Roof,Coastal,Residential,1,3000,Medium,Low Maintenance,High,Cost,High,1,1,4,0,45,67,56,52,50,66,32,200,18,0,0,1,1,1,0,0,0,0,FAIL:material_not_rated_for_coastal_exposure; FAIL:material_not_suitable_wet_zone; PASS:sector_compatible_residential; PASS:floors_well_within_material_capacity; PASS:carbon_cost_matches_budget_tier; FAIL:low_maintenance_pref_but_high_maintenance_material; FAIL:high_sustainability_priority_but_low_score_material; WARN:high_exposure_zone_durability_marginal; FAIL:asphalt_shingles_degrade_in_tropical_humid_climate; WARN:short_service_life_incompatible_with_low_maintenance_pref
GCA003424,Asphalt Shingles,Roofing,Bituminous,Roof,Coastal,Residential,15,3000,Medium,Low Maintenance,High,Cost,High,1,1,4,0,45,67,56,52,50,66,32,200,18,0,0,1,1,1,0,0,0,0,FAIL:material_not_rated_for_coastal_exposure; FAIL:material_not_suitable_wet_zone; PASS:sector_compatible_residential; FAIL:floors_15_exceeds_material_limit_4; PASS:carbon_cost_matches_budget_tier; FAIL:low_maintenance_pref_but_high_maintenance_material; FAIL:high_sustainability_priority_but_low_score_material; WARN:high_exposure_zone_durability_marginal; FAIL:asphalt_shingles_degrade_in_tropical_humid_climate; WARN:short_service_life_incompatible_with_low_maintenance_pref
GCA003425,Structural Steel,Structural,Ferrous Metal,Structure,Dry Zone,Commercial,15,10000,Medium,Low Maintenance,Low,Performance,Low,0,0,40,250,20,37,30,38,74,49,55,1800,50,0,0,1,1,0,1,1,1,72,PASS:sector_compatible_commercial; PASS:floors_well_within_material_capacity; FAIL:low_maintenance_pref_but_high_maintenance_material
GCA003426,Structural Steel,Structural,Ferrous Metal,Structure,Dry Zone,Commercial,42,350,Medium,Low Maintenance,Low,Performance,Low,0,0,40,250,20,37,30,38,74,49,55,1800,50,0,0,1,1,0,1,1,0,52,PASS:sector_compatible_commercial; FAIL:floors_42_exceeds_material_limit_40; FAIL:low_maintenance_pref_but_high_maintenance_material
GCA003427,Asphalt Shingles,Roofing,Bituminous,Roof,Highland,Residential,1,120,Medium,Balanced,High,Cost,Medium,0,0,4,0,51,62,68,52,58,62,32,200,18,0,0,1,1,1,0,0,1,78,PASS:sector_compatible_residential; PASS:floors_well_within_material_capacity; PASS:carbon_cost_matches_budget_tier; FAIL:high_sustainability_priority_but_low_score_material
GCA003428,Asphalt Shingles,Roofing,Bituminous,Roof,Highland,Residential,8,1500,Medium,Balanced,High,Cost,Medium,0,0,4,0,51,62,68,52,58,62,32,200,18,0,0,1,1,1,0,0,0,48,PASS:sector_compatible_residential; FAIL:floors_8_exceeds_material_limit_4; PASS:carbon_cost_matches_budget_tier; FAIL:high_sustainability_priority_but_low_score_material
GCA003429,uPVC Window,Openings,Window Frame,Superstructure,Intermediate,Industrial,5,350,Premium,Premium Finish,High,Durability,Medium,0,1,15,0,65,88,92,32,79,90,42,600,30,1,1,1,1,1,1,0,0,48,FAIL:not_recommended_for_industrial_sector; PASS:floors_well_within_material_capacity; FAIL:high_sustainability_priority_but_low_score_material
GCA003430,uPVC Window,Openings,Window Frame,Superstructure,Intermediate,Industrial,25,5000,Premium,Premium Finish,High,Durability,Medium,0,1,15,0,65,88,92,32,79,90,42,600,30,1,1,1,1,1,1,0,0,0,FAIL:not_recommended_for_industrial_sector; FAIL:floors_25_exceeds_material_limit_15; FAIL:high_sustainability_priority_but_low_score_material
GCA003431,Asphalt Shingles,Roofing,Bituminous,Roof,Wet Zone,Residential,2,1500,Low,Balanced,Medium,Sustainability,Medium,0,1,4,0,45,66,68,52,53,62,28,200,18,0,0,1,1,1,0,0,0,0,FAIL:material_not_suitable_wet_zone; PASS:sector_compatible_residential; PASS:floors_well_within_material_capacity; FAIL:asphalt_shingles_degrade_in_tropical_humid_climate
GCA003432,Asphalt Shingles,Roofing,Bituminous,Roof,Wet Zone,Residential,8,500,Low,Balanced,Medium,Sustainability,Medium,0,1,4,0,45,66,68,52,53,62,28,200,18,0,0,1,1,1,0,0,0,0,FAIL:material_not_suitable_wet_zone; PASS:sector_compatible_residential; FAIL:floors_8_exceeds_material_limit_4; FAIL:asphalt_shingles_degrade_in_tropical_humid_climate
GCA003433,Timber Window,Openings,Window Frame,Superstructure,Highland,Residential,2,800,Medium,Premium Finish,Low,Durability,Medium,0,0,5,0,78,38,58,42,55,40,52,80,18,0,0,1,1,1,0,0,1,60,PASS:sector_compatible_residential; PASS:floors_well_within_material_capacity; WARN:premium_finish_pref_material_not_aesthetic_grade; FAIL:durability_priority_but_low_durability_material
GCA003434,Timber Window,Openings,Window Frame,Superstructure,Highland,Residential,15,80,Medium,Premium Finish,Low,Durability,Medium,0,0,5,0,78,38,58,42,55,40,52,80,18,0,0,1,1,1,0,0,0,10,PASS:sector_compatible_residential; FAIL:floors_15_exceeds_material_limit_5; WARN:premium_finish_pref_material_not_aesthetic_grade; FAIL:durability_priority_but_low_durability_material
GCA003435,Structural Steel,Structural,Ferrous Metal,Structure,Wet Zone,Residential,25,800,Premium,Balanced,High,Durability,Medium,0,1,40,250,20,44,30,35,72,45,59,1800,50,0,0,1,1,0,1,1,0,0,FAIL:material_not_suitable_wet_zone; FAIL:not_recommended_for_residential_sector; PASS:floors_within_material_capacity
GCA003436,Structural Steel,Structural,Ferrous Metal,Structure,Wet Zone,Residential,42,350,Premium,Balanced,High,Durability,Medium,0,1,40,250,20,44,30,35,72,45,59,1800,50,0,0,1,1,0,1,1,0,0,FAIL:material_not_suitable_wet_zone; FAIL:not_recommended_for_residential_sector; FAIL:floors_42_exceeds_material_limit_40
GCA003437,Color-Coated Steel Roofing,Roofing,Metal Sheet,Roof,Coastal,Residential,4,120,Premium,Premium Finish,Low,Durability,High,1,1,15,0,35,75,46,60,67,68,52,1100,28,0,1,1,1,1,1,1,0,0,FAIL:material_not_rated_for_coastal_exposure; PASS:sector_compatible_residential; PASS:floors_well_within_material_capacity; FAIL:high_exposure_zone_corrosion_resistance_inadequate; FAIL:zinc_alume_coating_fails_in_coastal_salt_air
GCA003438,Color-Coated Steel Roofing,Roofing,Metal Sheet,Roof,Coastal,Residential,20,80,Premium,Premium Finish,Low,Durability,High,1,1,15,0,35,75,46,60,67,68,52,1100,28,0,1,1,1,1,1,1,0,0,FAIL:material_not_rated_for_coastal_exposure; PASS:sector_compatible_residential; FAIL:floors_20_exceeds_material_limit_15; FAIL:high_exposure_zone_corrosion_resistance_inadequate; FAIL:zinc_alume_coating_fails_in_coastal_salt_air
GCA003439,Aluminium Sliding Door,Openings,Door,Superstructure,Coastal,Commercial,2,800,Premium,Premium Finish,Low,Sustainability,High,1,1,40,0,30,95,78,45,80,88,58,1100,35,1,1,1,1,1,1,0,1,95,PASS:coastal_rated_material; PASS:sector_compatible_commercial; PASS:floors_well_within_material_capacity
GCA003440,Aluminium Sliding Door,Openings,Door,Superstructure,Coastal,Commercial,42,500,Premium,Premium Finish,Low,Sustainability,High,1,1,40,0,30,95,78,45,80,88,58,1100,35,1,1,1,1,1,1,0,1,75,PASS:coastal_rated_material; PASS:sector_compatible_commercial; FAIL:floors_42_exceeds_material_limit_40
GCA003441,Porcelain Tile,Finishing,Ceramic Floor/Wall,Finishing,Wet Zone,Industrial,18,3000,Medium,Balanced,Medium,Sustainability,Medium,0,1,40,30,40,92,88,90,83,82,48,90,40,1,1,1,1,1,1,0,1,51,FAIL:not_recommended_for_industrial_sector; PASS:floors_well_within_material_capacity
